10600;Joueur1
10600;Joueur2
34580;Joueur3
34580;Joueur4
34580;Joueur5
34580;Joueur6
4740;Joueur7
6090;Joueur8
2800;Joueur9
2800;Joueur10
2800;default
2800;default
2800;default
2800;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
300;default
